GEO,PARTNER,"PROPERTY 
CODE","PROPERTY
INFO / NOTES",VENDOR CODE,NAME,AREA,ADDRESS,ORDER #,BIKE BILLING,# OF BIKES,BIKE TYPE,"LOCK 
CODE",STORAGE LOCATION,BIKE START DATE,BIKE END DATE
394,Exclusive,IN343,,,Weekend Stroll,W-Inlet,343 Walton Rose Lane,9377,Monthly,4,Exclusive TAXI,0343,,12/21/2020,
395,"360 Blue, LLC",IB392WR,Old name: Walton Rose Alpha,40 * 437174,Coast is Clear Inlet,W-Inlet,392 Walton Rose Lane,940,Monthly,4,Blue Tire 360 YOLO,0392,,10/31/2018,
396,"360 Blue, LLC",IB390WR,Old name: Walton Rose Delta,40 * 437174,SnowDay,W-Inlet,390 Walton Rose Lane,32324,Monthly,5,Blue Tire 360 YOLO,0390,,3/19/2022,
397,Royal,BEACHY,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Beachy Keen,W-Inlet,30 Pinecrest Circle,24317,Monthly,4,Royal TAXI,0030,,9/6/2021,12/6/2022
398,Rosemary Cottages,SV1,,,Surf and Volley Cottage,W-Inlet,36 Pinecrest Circle,N/A,Paid,4,,1517,,10/27/2018,9/30/2019
399,Rosemary Cottages,Pelican's Perch,,,Pelican's Perch,W-Inlet,42 Pinecrest Circle,N/A,Paid,4,Generic TAXI,1530,,10/27/2018,12/31/2021
400,30A Luxury,IN-ASHR1,Richards home ,,A Shore Thing,W-Inlet,52 Pinecrest Circle,28303,Monthly,4,30A Lux TAXI,0052,,10/2/2021,
402,"360 Blue, LLC",IB80PC,,40 * 437174,Pinecrest Alpha,W-Inlet,80 Pinecrest Circle,N/A,Monthly,4,Blue Tire 360 YOLO,0080,,10/31/2018,8/6/2020
403,"Benchmark Management, LLC",Lookout,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,Lookout,W-Inlet,90 Pinecrest Circle,N/A,Paid,4,Generic TAXI,0090,,1/1/2018,11/12/2018
404,"Oversee Rentals, LLC",2OCRS2,Gate Codes: *1397 or 2525,,94 Pinecrest,W-Inlet,94 Pinecrest Circle,16486,Monthly,5,Oversee YOLO,0094,,6/5/2021,6/25/2023
405,"Benchmark Management, LLC",Lighthouse,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,Lighthouse,W-Inlet,98 Pinecrest Circle,N/A,Paid,4,Generic TAXI,0098,,1/1/2018,11/12/2018
406,"Dune Real Estate Company, LLC",Forever Friday II,,,Forever Friday II,W-Inlet,58 N Winston Lane,N/A,Monthly,5,Dune YOLO,0058,,10/31/2018,9/2/2019
407,Rosemary Cottages,Sand Del Mar Cottage,,,Sand Del Mar Cottage,W-Inlet,58 N Winston Lane,N/A,Paid,4,Generic TAXI,1505,,9/19/2019,12/31/2021
408,Rosemary Cottages,Sand Del Mar Carriage House,,,Sand Del Mar Carriage House,W-Inlet,58 N Winston Lane,N/A,Paid,2,Generic TAXI,2505,,9/19/2019,12/31/2021
409,"Dune Real Estate Company, LLC",SOUTHERN SEASIDE,,,SOUTHERN SEASIDE,W-Inlet,68 N Winston Lane,N/A,Monthly,5,Generic TAXI,0068,,1/1/2018,9/8/2018
410,Rosemary Cottages,Southern Seaside Cottage,,,Southern Seaside Cottage,W-Inlet,68 N Winston Lane,N/A,Paid,4,Generic TAXI,1500,,10/27/2018,12/31/2021
411,Rosemary Cottages,Southern Seaside Cottage 2,,,Southern Seaside Cottage 2,W-Inlet,68 N Winston Lane,N/A,Paid,2,Generic TAXI,2500,,10/27/2018,12/31/2021
412,"360 Blue, LLC",IB76NW,,40 * 437174,Winston Alpha,W-Inlet,76 N Winston Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0076,,10/31/2018,9/26/2020
413,"Dune Real Estate Company, LLC",ROLLING DUNES COTTAGE,,,ROLLING DUNES COTTAGE,W-Inlet,92 N Winston Lane,N/A,Monthly,4,Generic TAXI,0092,,1/1/2018,10/31/2018
414,"Dune Real Estate Company, LLC",ROLLING DUNES CARRIAGE,,,ROLLING DUNES CARRIAGE,W-Inlet,92 N Winston Lane,N/A,Monthly,2,Generic TAXI,0092,,1/1/2018,10/31/2018
415,"360 Blue, LLC",IB92NW,,40 * 437174,Winston Charlie,W-Inlet,92 N Winston Lane,1205,Monthly,5,Blue Tire 360 YOLO,0092,,10/27/2018,9/28/2021
416,"360 Blue, LLC",IB98NW,"Garage not for guest use.
Old name: Winston Foxtrot Main
--
Winston Foxtrot Carriage",40 * 437174,Barefoot Blue,W-Inlet,98 N Winston Lane,943,Monthly,0,Blue Tire 360 YOLO,0098,In front of the second garage that is around the back of the house.,6/1/2020,
417,"360 Blue, LLC",IB98NWM,"Garage not for guest use.
Old name: Winston Foxtrot Main",40 * 437174,Barefoot Blue Main House,W-Inlet,98 N Winston Lane,945,Monthly,3,Blue Tire 360 YOLO,0098,In front of the second garage that is around the back of the house.,6/3/2020,
418,"360 Blue, LLC",IB98NWC,"Garage not for guest use.
Old name: Winston Foxtrot Carriage",40 * 437174,Barefoot Blue Carriage House,W-Inlet,98 N Winston Lane,944,Monthly,2,Blue Tire 360 YOLO,0098,In front of the second garage that is around the back of the house.,6/3/2020,
419,"360 Blue, LLC",IB106NW,,40 * 437174,Winston Echo,W-Inlet,106 N Winston Lane,N/A,Monthly,0,Custom Pointe YOLO,0106,,6/1/2020,8/31/2021
420,"360 Blue, LLC",IB106NWM,,40 * 437174,Winston Echo Main,W-Inlet,106 N Winston Lane,N/A,Monthly,3,Custom Pointe YOLO,0106,,6/3/2020,8/31/2021
421,"360 Blue, LLC",IB106NWC,,40 * 437174,Winston Echo Carriage,W-Inlet,106 N Winston Lane,N/A,Monthly,2,Custom Pointe YOLO,0106,,6/3/2020,8/31/2021
422,"360 Blue, LLC",IB114NW,,40 * 437174,Winston Beta,W-Inlet,114 N Winston Lane,N/A,Monthly,0,Custom Pointe YOLO,0114,,6/1/2020,11/29/2021
423,"360 Blue, LLC",IB114NWM,,40 * 437174,Winston Beta Main,W-Inlet,114 N Winston Lane,N/A,Monthly,3,Custom Pointe YOLO,0114,,6/3/2020,11/29/2021
424,"360 Blue, LLC",IB114NWC,,40 * 437174,Winston Beta Carriage,W-Inlet,114 N Winston Lane,N/A,Monthly,2,Custom Pointe YOLO,0114,,6/3/2020,11/29/2021
425,Paradise Properties,Villa St John + Carriage House,Main & Carriage,,Villa St John + Carriage House,W-Inlet,122 N Winston Lane,58973,Monthly,0,Generic New Wave,1220,,6/4/2023,
426,Paradise Properties,Villa St John,Main,,Villa St John,W-Inlet,122 N Winston Lane,58517,Monthly,4,Generic New Wave,1220,,6/4/2023,
427,Paradise Properties,Villa St John Carriage House,Carriage,,Villa St John Carriage House,W-Inlet,122 N Winston Lane,58520,Monthly,2,Generic New Wave,1220,,6/4/2023,
428,"360 Blue, LLC",IB122NW,"There is a second garage around the back of each house, we can place them IN FRONT of that garage.",40 * 437174,"Winston Delta Main
--
Winston Delta Carriage",W-Inlet,122 N Winston Lane,935,Monthly,0,Blue Tire 360 YOLO,0122,In front of garages.,6/1/2020,12/22/2022
429,"360 Blue, LLC",IB122NWM,"There is a second garage around the back of each house, we can place them IN FRONT of that garage.",40 * 437174,Winston Delta Main,W-Inlet,122 N Winston Lane,937,Monthly,3,Blue Tire 360 YOLO,0122,In front of garages.,6/3/2020,12/22/2022
430,"360 Blue, LLC",IB122NWC,"There is a second garage around the back of each house, we can place them IN FRONT of that garage.",40 * 437174,Winston Delta Carriage,W-Inlet,122 N Winston Lane,936,Monthly,2,Blue Tire 360 YOLO,0122,In front of garages.,6/3/2020,12/22/2022
431,Paradise Properties,Key Lime Pie,,,Key Lime Pie,W-Inlet,41 Winston Lane,58533,Monthly,4,Generic New Wave,4100,,6/4/2023,
432,Royal,DAUPHINE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Maison Dauphine,W-Inlet,185 Winston Lane,N/A,Monthly,6,Royal TAXI,0185,,8/29/2019,10/22/2020
433,Exclusive,IN185,,,Maison Dauphine,W-Inlet,185 Winston Lane,6019,Monthly,5,Exclusive TAXI,0185,To left of home in pine straw.,3/1/2021,1/30/2023
434,Paradise Properties,Nifty Shades of Gray,,,Nifty Shades of Gray,W-Inlet,220 Winston Lane,58523,Monthly,4,Generic New Wave,2200,,6/4/2023,
435,Exclusive,IN237,,,Sunshine and Fresh Air,W-Inlet,237 Winston Lane,49385,Monthly,5,Exclusive TAXI,0237,The bikes will be kept near the back porch on a bike rack. There is a walk way to the left of the house to the back area.,12/27/2022,
436,Pampered Palm,237 Winston Lane,,,237 Winston Lane,W-Inlet,237 Winston Lane,2887,Paid,4,Generic TAXI,0237,,1/14/2021,1/11/2022
437,Rosemary Cottages,South Beach,,,South Beach,W-Inlet,237 Winston Lane,N/A,Paid,4,Generic TAXI,1509,Beside garage,10/27/2018,12/31/2021
438,Rosemary Cottages,Five Star,,,Five Star,W-Inlet,248 Winston Lane,N/A,Paid,4,Generic TAXI,1512,,1/27/2020,12/31/2021
439,"360 Blue, LLC",IB255WL,Old name: Winston Hotel,40 * 437174,Soggy Dollar,W-Inlet,255 Winston Lane,32733,Monthly,5,Blue Tire 360 YOLO,0255,,3/26/2022,
440,"Dune Real Estate Company, LLC",Soggy Dollar | 255 Winston Lane (5br/4ba),,,Soggy Dollar,W-Inlet,255 Winston Lane,29073,Monthly,5,Dune YOLO,0255,,5/28/2021,3/24/2022
441,"360 Blue, LLC",IB256WL,Old name: Winston Golf,40 * 437174,,W-Inlet,256 Winston Lane,29102,Monthly,6,Blue Tire 360 YOLO,0256,,9/9/2021,
442,"360 Blue, LLC",IB256WL,Old name: Winston Golf,40 * 437174,,W-Inlet,256 Winston Lane,N/A,Monthly,6,Blue Tire 360 YOLO,0256,,1/1/2018,12/1/2018
443,Rosemary Cottages,Bluffs Cottage,,,Bluffs Cottage,W-Inlet,256 Winston Lane,N/A,Paid,8,Generic TAXI,1501,,12/12/2018,12/31/2021
444,Rosemary Cottages,Our Time,,,Our Time,W-Inlet,260 Winston Lane,N/A,Paid,8,Generic TAXI,1510,Paved pad on the north side of the garage.,10/27/2018,12/31/2021
445,Rosemary Cottages,Seaforth Cottage,,,Seaforth Cottage,W-Inlet,276 Winston Lane,N/A,Paid,8,Generic TAXI,1522,Far side of parking pad.,10/27/2018,12/31/2021
446,Rosemary Cottages,Live a Little Cottage,,,Live a Little Cottage,W-Inlet,286 Winston Lane,N/A,Paid,8,Generic TAXI,1519,,12/27/2020,12/31/2021
447,Rosemary Cottages,Lora and Rob's Carriage House,,,Lora and Rob's Carriage House,V2-Rosemary North,14 Utila Lane,N/A,Paid,2,Generic TAXI,2069,Left of stairs past outdoor shower.,10/27/2018,12/31/2021
448,"Oversee Rentals, LLC",2OTDS1,,,Retreat at Willow Mist,W-Inlet,9 E Willow Mist Road,27542,Monthly,4,Oversee YOLO,0009,,10/28/2021,6/25/2023
449,"Oversee Rentals, LLC",2ASPB1,,,Will O Mist of Inlet,W-Inlet,39 E Willow Mist Road,2755,Monthly,2,Oversee YOLO,0039,,1/4/2021,6/25/2023
450,"Oversee Rentals, LLC",2AGGS1,,,Destiny,W-Inlet,59 E Willow Mist Road,N/A,Monthly,2,Oversee YOLO,0059,,10/4/2019,12/7/2021
451,"Oversee Rentals, LLC",2OCSO1,"Access Garage through home.
Access Code: 0061",,Beach Bound,W-Inlet,61 W Willow Mist Road,1689,Monthly,3,Oversee YOLO,0061,In garage.,7/15/2020,6/25/2023
452,"Oversee Rentals, LLC",2AJSG1,,,Wish You Were Here,W-Inlet,62 W Willow Mist Road,N/A,Monthly,2,Oversee YOLO,0062,,10/31/2018,12/7/2021
453,XPLORIE,30A BH Beach Ready,House Code: 3 * 611340,"House: 23 * 770179
Garage: 1288",Beach Ready,W-Inlet,90 W Willow Mist Road,50815,Monthly,4,2022 Vacayzen TAXI,0090,In garage.,3/1/2023,
454,Paradise Properties,Magnolia Manor,,,Magnolia Manor,W-Inlet,102 W Willow Mist Road,58496,Monthly,2,Generic New Wave,6004,,6/4/2023,
455,XPLORIE,30A BH Casa Brisa,,"House: 23 * 770179
Garage: 1288",Casa Brisa,W-Inlet,144 W Willow Mist Road,50809,Monthly,4,2022 Vacayzen TAXI,0144,In garage.,3/1/2023,
456,XPLORIE,30A BH Come & Sea,,"House: 23 * 770179
Garage: 1288",Come & Sea,W-Inlet,165 W Willow Mist Road,61073,Monthly,4,2022 Vacayzen TAXI,0165,In the driveway.,6/27/2023,
457,XPLORIE,30A BH Mira Bella,,"House: 23 * 770179
Garage: 1288",Mira Bella,W-Inlet,249 W Willow Mist Road,50821,Monthly,4,2022 Vacayzen TAXI,0249,In garage.,3/1/2023,
458,Scenic Stays 30A LLC,249WWM,,,Mira Bella,W-Inlet,249 W Willow Mist Road,37286,Monthly,4,2022 Vacayzen TAXI,0249,,5/19/2022,1/9/2022
459,XPLORIE,30A Beach House - The Salty Blue,,"House: 23 * 770179
Garage: 1288",The Salty Blue,W-Inlet,252 W Willow Mist Road,50808,Monthly,4,2022 Vacayzen TAXI,0252,In garage.,3/1/2023,
460,Scenic Stays 30A LLC,252WWM,,,The Salty Blue,W-Inlet,252 W Willow Mist Road,32747,Monthly,4,2022 Vacayzen TAXI,0252,,4/25/2022,1/9/2022
461,"Oversee Rentals, LLC",2OJME1,,,After Dune Delight,W-Inlet,89 W Shore Place,30262,Monthly,4,Oversee YOLO,0089,,2/18/2022,6/25/2023
462,Harmony Beach Vacations,14Martin,,,Let it Beach,W-Inlet,14 Martinique Drive,1595,Paid,4,Generic TAXI,0014,Bikes are stored at the end of the driveway on the right side when facing the home.,12/19/2019,8/11/2022
463,"360 Blue, LLC",IB7MC,,40 * 437174,Mathis Alpha,W-Inlet,7 Mathis Cove,N/A,Monthly,5,Blue Tire 360 YOLO,0007,,5/25/2019,9/14/2019
466,Royal,Longbrn,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Longbourn,W-Inlet,15 Mathis Cove,53989,Monthly,4,Royal TAXI,0015,,4/20/2023,
469,"360 Blue, LLC",SB8696EC,Gate must be opened by using the handle on the opposite side.,40 * 437174,Sea Forever,R-Seacrest Area,8696 E County Hwy 30A,1043,Monthly,5,Blue Tire 360 YOLO,8696,,8/30/2019,
470,Sandpiper,BELLA,,,Bella Vita,W-Inlet,15 Seaview Drive,6073,Paid,2,LW TAXI,0015,,12/1/2020,1/28/2022
471,"Oversee Rentals, LLC",AGH1,,,AGH1,W-Inlet,156 Grayling Way,N/A,Monthly,2,30A w/ BLUE,0156,,1/1/2018,10/31/2018
472,Sandpiper,BLUE,,,Bluewater View,W-Inlet,17 Bluewater View Avenue,6074,Paid,2,LW TAXI,0017,,12/1/2020,1/28/2022
473,Rosemary Cottages,MM1,,,Bluewater View Cottage,W-Inlet,23 Bluewater View Avenue,N/A,Paid,6,,1511,On parking pad next to door.,10/27/2018,9/7/2019
474,"Dune Real Estate Company, LLC",Boundless Blue | 23 Bluewater View Avenue,,,Boundless Blue,W-Inlet,23 Bluewater View Avenue,N/A,Monthly,5,Generic TAXI,0023,,9/13/2019,8/31/2021
475,"360 Blue, LLC",IB24ED,,40 * 437174,Escape Beta,W-Inlet,24 Escape Drive,N/A,Monthly,5,Blue Tire 360 YOLO,0024,,3/1/2019,4/5/2019
476,"360 Blue, LLC",IB34ED,,40 * 437174,Escape Alpha,W-Inlet,34 Escape Drive,N/A,Monthly,4,Blue Tire 360 YOLO,0034,,12/20/2018,2/24/2019
477,"360 Blue, LLC",IB44ED,,40 * 437174,Escape Charlie,W-Inlet,44 Escape Drive,N/A,Monthly,4,Blue Tire 360 YOLO,0044,,3/1/2019,4/5/2019
478,Royal,390WALTN,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",390 Walton Rose,W-Inlet,390 Walton Rose Lane,1992,Monthly,8,Royal TAXI,0390,,9/17/2020,3/19/2022
479,"360 Blue, LLC",IB36TW,,40 * 437174,,W-Inlet,36 Tidewater Court,50384,Monthly,4,Blue Tire 360 YOLO,0036,,3/3/2023,
480,"Oversee Rentals, LLC",2ATLA1,,,Sand in My Soul,W-Inlet,46 Tidewater Court,N/A,Monthly,4,Oversee YOLO,0046,,10/31/2018,3/30/2021
481,30A Luxury,IN-HOT1,,,Hotel California,W-Inlet,48 Wild Dunes Way,50375,Monthly,6,30A Lux TAXI,0048,On bike rack. When facing the house it is on the left side (East side).,2/16/2023,
482,Rosemary Cottages,CALI1,,,Hotel California,W-Inlet,48 Wild Dunes Way,N/A,Paid,8,,1526,,1/1/2018,11/29/2018
483,Sandpiper,HANGTIME,,,Hangtime,W-Inlet,6 The Heron Cove,N/A,Paid,2,LW TAXI,0006,,12/1/2020,7/22/2021
484,Rosemary Cottages,Coastal Loft,,,Coastal Loft,V2-Rosemary North,34 N Barrett Square #2A,N/A,Paid,2,Generic TAXI,3227,Barrett Sq,10/27/2018,12/31/2021
485,Rosemary Cottages,Popp's Place,,,Popp's Place,V2-Rosemary North,34 N Barrett Square #2D,N/A,Paid,2,Generic TAXI,3143,Bikes at bike rack near Trading Co.,12/22/2020,12/31/2021
486,"360 Blue, LLC",RBLE2E,,40 * 437174,Barrett Square Charlie,V2-Rosemary North,34 N Barrett Square #2E,N/A,Monthly,2,Blue Tire 360 YOLO,0002,Bikes are located on rack in Barrett Sq. on the southside of Rosemary Trading Company.,10/31/2018,7/3/2021
487,"360 Blue, LLC",RBLE3A,,40 * 437174,Dot's Beach Retreat,V2-Rosemary North,34 N Barrett Square #3A,N/A,Monthly,2,Blue Tire 360 YOLO,0003,Bikes are located on rack in Barrett Sq. on the southside of Rosemary Trading Company.,10/31/2018,8/5/2019
488,Rosemary Cottages,Dot's Beach Retreat,,,Dot's Beach Retreat,V2-Rosemary North,34 N Barrett Square #3A,N/A,Paid,2,Generic TAXI,3103,Barrett Sq,6/30/2020,12/31/2021
489,Rosemary Cottages,Scouts Loft,,,Scouts Loft,V2-Rosemary North,34 N Barrett Square #3B,N/A,Paid,2,Generic TAXI,3154,Barrett Sq,10/27/2018,12/31/2021
490,"360 Blue, LLC",RBLE3C,,40 * 437174,Barrett Square Alpha,V2-Rosemary North,34 N Barrett Square #3C,N/A,Monthly,3,Blue Tire 360 YOLO,0034,,3/17/2019,7/10/2021
491,30A Luxury,RB-GENL,,,Gen's Loft,V2-Rosemary North,34 N Barrett Square #3D,N/A,Monthly,2,30A Lux TAXI,0343,,10/31/2018,12/10/2021
492,"360 Blue, LLC",RBLE3E,,40 * 437174,Barrett Square Delta,V2-Rosemary North,34 N Barrett Square #3E,N/A,Monthly,2,Blue Tire 360 YOLO,0003,Bikes are located on rack in Barrett Sq. on the southside of Rosemary Trading Company.,10/31/2018,6/30/2021
493,Royal,2BINROSE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",2B In Rosemary,V2-Rosemary North,34 N Barrett Square #2B,N/A,Monthly,0,Generic TAXI,0002,,1/1/2018,12/8/2018
494,"360 Blue, LLC",RBGT303,,40 * 437174,"The Georgetown, Unit 303",V2-Rosemary North,46 N Barrett Square #303,35236,Monthly,3,Blue Tire 360 YOLO,0303,Right in front of the 303 parking spot in the back,4/23/2022,3/9/2023
495,"360 Blue, LLC",RBGT303,,40 * 437174,Georgetown Alpha,V2-Rosemary North,46 N Barrett Square #303,N/A,Monthly,3,Blue Tire 360 YOLO,0303,,7/27/2018,1/29/2022
496,30A Luxury,RB-403G,,,403 at The Georgetown,V2-Rosemary North,46 N Barrett Square #403,28320,Monthly,4,30A Lux TAXI,0403,Large bike rack in the middle of Barrett Square.,12/4/2021,
497,Rosemary Cottages,Columbia @ Georgetown,,,Columbia @ Georgetown,V2-Rosemary North,46 N Barrett Square,N/A,Paid,2,Generic TAXI,3173,#STORE-KEPT,10/27/2018,12/31/2021
498,Rosemary Cottages,Relax at The Georgetown,,,Relax at The Georgetown,V2-Rosemary North,46 N Barrett Square #203,N/A,Paid,2,Generic TAXI,3083,,10/27/2018,12/31/2021
499,30A Luxury,RB-OAKB,,,Oak Blue Condo,V2-Rosemary North,78 N Barrett Square #9,14895,Monthly,4,30A Lux TAXI,0009,,5/21/2021,
500,Rosemary Cottages,Sea La Vie at Barrett Square,,,Sea La Vie at Barrett Square,V2-Rosemary North,78 N Barrett Square #1,N/A,Paid,2,Generic TAXI,3171,North Barrett Sq/Rack at corner of Atticus Rd & Georgetown Ave,10/27/2018,12/31/2021
501,Rosemary Cottages,Heaven in the Sun,,,Heaven in the Sun,V2-Rosemary North,78 N Barrett Square #10,N/A,Paid,2,Generic TAXI,3041,In the assigned spaces in the garage.,9/13/2022,12/31/2021
502,Rosemary Cottages,Melton's Rosemary Retreat,,,Melton's Rosemary Retreat,V2-Rosemary North,78 N Barrett Square #11,N/A,Paid,2,Generic TAXI,3084,,6/25/2020,12/31/2021
503,Rosemary Cottages,The Retreat at Barrett Place,,,The Retreat at Barrett Place,V2-Rosemary North,78 N Barrett Square #2,N/A,Paid,2,Generic TAXI,3170,N. Barrett Square,1/5/2021,12/31/2021
504,Rosemary Cottages,Rosemary Thyme at Barrett Place,,,Rosemary Thyme at Barrett Place,V2-Rosemary North,78 N Barrett Square #3,N/A,Paid,2,Generic TAXI,3011,,11/6/2019,12/31/2021
505,Rosemary Cottages,MAISB,,,Maison Blue,V2-Rosemary North,78 N Barrett Square #4,N/A,Paid,2,,3103,North Barrett Sq/Rack at corner of Atticus Rd & Georgetown Ave,10/27/2018,5/4/2019
506,Rosemary Cottages,LDB,,,L&D at Barrett Place,V2-Rosemary North,78 N Barrett Square #8,N/A,Paid,2,,3011,North Barrett Sq/Rack at corner of Atticus Rd & Georgetown Ave,10/27/2018,10/18/2019
507,Rosemary Cottages,Tabby Loft,,,Tabby Loft,V2-Rosemary North,82 N Barrett Square #2,N/A,Paid,2,Generic TAXI,3142,North barrett Sq,10/27/2018,12/31/2021
508,Rosemary Cottages,Family Thymes,,,Family Thymes,V2-Rosemary North,84 N Barrett Square #6,N/A,Paid,2,Generic TAXI,3056,,7/30/2019,12/31/2021
509,Rosemary Cottages,PERCB,,,The Perch at Barrett Square,V2-Rosemary North,87 N Barrett Square #11,N/A,Paid,2,,3220,In square in front of Cottage Rental,10/27/2018,10/18/2019
510,"360 Blue, LLC",RBLW2E,,40 * 437174,RBLW2E,V2-Rosemary North,104 N Barrett Square #2E,N/A,Monthly,2,Blue Tire 360 YOLO,0002,,1/1/2018,3/24/2018
511,"360 Blue, LLC",RBLW2F,,40 * 437174,Barrett Square Beta,V2-Rosemary North,104 N Barrett Square #2F,N/A,Monthly,2,Blue Tire 360 YOLO,0002,Bikes are located on rack next to Wild Olives on the southwest corner of North Barrett Square.,10/31/2018,7/3/2021
512,Rosemary Cottages,Del Spring Loft,,,Del Spring Loft,V2-Rosemary North,104 N Barrett Square #2A,N/A,Paid,2,Generic TAXI,3190,North Barrett Sq,10/27/2018,12/31/2021
513,Rosemary Cottages,Mejer Loft,,,Mejer Loft,V2-Rosemary North,104 N Barrett Square #2C,N/A,Paid,2,Generic TAXI,3058,North Barrett Sq,10/27/2018,12/31/2021
514,Rosemary Cottages,Paradise Loft,,,Paradise Loft,V2-Rosemary North,104 N Barrett Square #2D,N/A,Paid,2,Generic TAXI,3219,North Barrett Sq,10/27/2018,12/31/2021
515,Rosemary Cottages,Treetop Escape,,,Treetop Escape,V2-Rosemary North,104 N Barrett Square #3A,N/A,Paid,2,Generic TAXI,3220,"While construction: North Barrett Sq
After construction: Rack by Wild Olives",1/19/2019,12/31/2021
516,Rosemary Cottages,LEGAL,,,Legacy Loft,V2-Rosemary North,104 N Barrett Square #3D,N/A,Paid,2,,3210,North Barrett Sq,10/27/2018,7/26/2020
517,Rosemary Cottages,Sea Glass Loft,,,Sea Glass Loft,V2-Rosemary North,104 N Barrett Square #3G,N/A,Paid,2,Generic TAXI,3253,North Barrett Sq,2/5/2021,12/31/2021
518,"360 Blue, LLC",RB63LG,,40 * 437174,Blu Respite,V2-Rosemary North,63 E Long Green Road,30167,Monthly,4,Blue Tire 360 YOLO,0063,,3/4/2022,7/31/2022
519,Rosemary Cottages,Chin Cottage,,,Chin Cottage,V2-Rosemary North,63 E Long Green Road,N/A,Paid,4,Generic TAXI,1198,#STORE-KEPT,10/27/2018,12/31/2021
520,"360 Blue, LLC",RB72WLG,,40 * 437174,Green View,V2-Rosemary North,72 W Long Green Road,N/A,Monthly,4,Blue Tire 360 YOLO,0072,,10/31/2018,2/28/2019
521,Rosemary Cottages,Ava's Cottage,,,Ava's Cottage,V2-Rosemary North,80 W Long Green Road,N/A,Paid,4,Generic TAXI,1156,Bike rack on Tucker Ct,10/27/2018,12/31/2021
522,Rosemary Cottages,The Ville,,,The Ville,V2-Rosemary North,98 W Long Green Road,N/A,Paid,4,Generic TAXI,1101,,10/27/2018,12/31/2021
523,"360 Blue, LLC",RB123LG,,40 * 437174,La Bella Vita,V2-Rosemary North,123 E Long Green Road,974,Monthly,4,Blue Tire 360 YOLO,0123,,10/31/2018,
524,Sunset Luxury Properties,45 Town Road,,,45 Town Road,V2-Rosemary North,45 Town Road,52356,Monthly,4,Generic TAXI,0045,,3/17/2023,
525,"360 Blue, LLC",RB20EW,Main & Carriage,40 * 437174,,V2-Rosemary North,20 E Water Street,50317,Monthly,0,Blue Tire 360 YOLO,0020,,5/1/2023,
526,"360 Blue, LLC",RB20EWM,Main,40 * 437174,,V2-Rosemary North,20 E Water Street,50318,Monthly,3,Blue Tire 360 YOLO,0020,,5/1/2023,
527,"360 Blue, LLC",RB20EWC,Carriage,40 * 437174,,V2-Rosemary North,20 E Water Street,50319,Monthly,2,Blue Tire 360 YOLO,0020,,5/1/2023,
528,Rosemary Cottages,Anchors Down Cottage,,,Anchors Down Cottage,V2-Rosemary North,20 E Water Street,N/A,Paid,4,Generic TAXI,1134,Off to side of driveway in grass,10/27/2018,12/31/2021
529,"Dune Real Estate Company, LLC",Sixteen Sandals | 43 E Water Street,,,Sixteen Sandals,V2-Rosemary North,43 E Water Street,54940,Monthly,6,Dune TAXI,0430,,4/21/2023,
530,Rosemary Cottages,Oxford Dunes,,,Oxford Dunes,V2-Rosemary North,67 E Water Street,N/A,Paid,4,Generic TAXI,1038,,10/27/2018,12/31/2021
531,30A Luxury,RB-BLUE3,Keybox on the back stairs of the carriage house: 0018,,Blue Heron Cottage & Carriage,V2-Rosemary North,184 E Water Street,2204,Monthly,4,30A Lux TAXI,0184,In the garage.,10/31/2018,
532,"360 Blue, LLC",RB190EWS,,40 * 437174,Red Stick,V2-Rosemary North,190 E Water Street,49777,Monthly,4,Blue Tire 360 YOLO,0190,"On the left side of the house, between the white wall and the house.",2/11/2023,
533,Rosemary Cottages,Red Stick Cottage,,,Red Stick Cottage,V2-Rosemary North,190 E Water Street,N/A,Paid,4,Generic TAXI,1251,,7/29/2020,12/31/2021
534,Rosemary Cottages,Red Stick Carriage House,,,Red Stick Carriage House,V2-Rosemary North,190 E Water Street,N/A,Paid,2,Generic TAXI,2251,,7/29/2020,12/31/2021
